         3132994 function calls (3026944 primitive calls) in 45.850 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 array_exprs.py:133(_translate_expr)
       39    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
        1    0.000    0.000    0.000    0.000 slicing.py:1(<module>)
        8    0.000    0.000    0.000    0.000 builtins.py:544(generic)
       13    0.000    0.000    0.000    0.000 untyped_passes.py:56(__init__)
       13    0.000    0.000    0.000    0.000 targetconfig.py:78(enter)
       44    0.000    0.000    0.000    0.000 values.py:342(bitcast)
       13    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
       11    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        3    0.000    0.000    0.017    0.006 numbers.py:1311(literal_int_to_boolean)
       17    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       11    0.000    0.000    0.000    0.000 byteflow.py:327(op_LOAD_GLOBAL)
        7    0.000    0.000    0.011    0.002 arrayobj.py:118(get_itemsize)
        1    0.000    0.000    0.000    0.000 typedlist.py:194(List)
       11    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
       45    0.000    0.000    0.000    0.000 byteflow.py:1477(infos)
        2    0.000    0.000    0.030    0.015 pythonapi.py:1408(from_native_value)
       13    0.000    0.000    0.000    0.000 callconv.py:105(init_call_helper)
        7    0.000    0.000    0.000    0.000 base.py:672(get_value_as_data)
        1    0.000    0.000    0.000    0.000 blas.py:325(_get_funcs)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
       41    0.000    0.000    0.000    0.000 imputils.py:443(impl_ret_untracked)
        9    0.000    0.000    0.000    0.000 removerefctpass.py:15(__init__)
        9    0.000    0.000    0.000    0.000 module.py:117(functions)
        5    0.000    0.000    0.000    0.000 interpreter.py:2060(op_LOAD_DEREF)
       13    0.000    0.000    0.000    0.000 npyimpl.py:315(_unpack_output_types)
        5    0.000    0.000    0.001    0.000 interpreter.py:2875(op_CALL_METHOD)
        2    0.000    0.000    0.000    0.000 types.py:177(<listcomp>)
        4    0.000    0.000    0.001    0.000 base.py:579(get_getattr)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        9    0.000    0.000    0.001    0.000 models.py:82(load_from_data_pointer)
       13    0.000    0.000    0.000    0.000 utils.py:233(pop)
        3    0.000    0.000    0.001    0.000 tokenize.py:297(detect_encoding)
        5    0.000    0.000    0.001    0.000 itanium_mangler.py:179(prepend_namespace)
      3/2    0.000    0.000   10.144    5.072 dispatcher.py:131(_compile_cached)
       11    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       13    0.000    0.000    0.003    0.000 controlflow.py:225(_post_doms)
        1    0.000    0.000    0.000    0.000 arraydecl.py:244(ArrayAttribute)
       45    0.000    0.000    0.000    0.000 models.py:245(from_data)
       30    0.000    0.000    0.000    0.000 context.py:217(_resolve_builtin_function_type)
        7    0.000    0.000    0.000    0.000 functions.py:551(dispatcher)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:863(_find_arraycall)
       19    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        5    0.000    0.000    0.001    0.000 executionengine.py:57(get_function_address)
       19    0.000    0.000    0.020    0.001 re.py:249(compile)
        9    0.000    0.000    0.001    0.000 npyimpl.py:109(as_values)
        7    0.000    0.000    0.000    0.000 array_exprs.py:404(<listcomp>)
       32    0.000    0.000    0.000    0.000 types.py:481(packed)
       11    0.000    0.000    0.000    0.000 interpreter.py:1593(get_global_value)
        1    0.000    0.000    0.001    0.001 enumdecl.py:1(<module>)
        6    0.000    0.000    0.000    0.000 zipfile.py:2232(_name_set)
       10    0.000    0.000    0.001    0.000 pythonapi.py:1286(alloca_obj)
        2    0.000    0.000    0.000    0.000 templates.py:109(as_method)
        3    0.000    0.000    0.000    0.000 inspect.py:2742(__eq__)
       48    0.000    0.000    0.000    0.000 functions.py:505(key)
       13    0.000    0.000    0.000    0.000 codegen.py:880(_object_compiled_hook)
        7    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
        1    0.000    0.000    0.002    0.002 heapq.py:1(<module>)
        4    0.000    0.000    0.000    0.000 misc.py:123(__init__)
       13    0.000    0.000    0.000    0.000 cloudpickle.py:132(_whichmodule)
       28    0.000    0.000    0.000    0.000 codegen.py:1143(target_data)
       15    0.000    0.000    0.000    0.000 registry.py:9(wraps)
       22    0.000    0.000    0.000    0.000 array_exprs.py:368(<genexpr>)
        6    0.000    0.000    2.685    0.447 codegen.py:975(get_pointer_to_function)
        4    0.000    0.000    0.000    0.000 numbers.py:587(real_sub_impl)
       38    0.000    0.000    0.000    0.000 base.py:806(get_dummy_type)
        3    0.000    0.000    0.002    0.001 base.py:339(nrt)
    33/26    0.000    0.000    0.000    0.000 functools.py:723(<listcomp>)
       40    0.000    0.000    0.000    0.000 cgutils.py:231(_cast_member_to_value)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:978(clear)
       13    0.000    0.000    0.000    0.000 byteflow.py:268(__init__)
        1    0.000    0.000    0.001    0.001 numbers.py:798(real_power_impl)
        7    0.000    0.000    0.000    0.000 array_exprs.py:393(<listcomp>)
       13    0.000    0.000    0.000    0.000 controlflow.py:221(_in_loops)
       13    0.000    0.000    0.000    0.000 context.py:108(__init__)
       40    0.000    0.000    0.000    0.000 abstract.py:435(literal_value)
        5    0.000    0.000    0.000    0.000 ir.py:400(inplace_binop)
       13    0.000    0.000    0.002    0.000 controlflow.py:229(_idom)
        1    0.000    0.000    0.004    0.004 imputils.py:192(imp)
        7    0.000    0.000    0.001    0.000 ast.py:33(parse)
       17    0.000    0.000    0.003    0.000 interpreter.py:2667(op_POP_JUMP_IF_FALSE)
        4    0.000    0.000    0.007    0.002 quicksort.py:255(make_jit_quicksort)
        5    0.000    0.000    0.000    0.000 ir.py:488(getattr)
       13    0.000    0.000    0.000    0.000 compiler_lock.py:52(require_global_compiler_lock)
       28    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       12    0.000    0.000    0.000    0.000 builtins.py:530(normalize_1d_index)
        1    0.000    0.000    0.000    0.000 optional.py:1(<module>)
       13    0.000    0.000    0.001    0.000 controlflow.py:724(__ne__)
       13    0.000    0.000    0.000    0.000 interpreter.py:2158(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:787(children)
        3    0.000    0.000    0.027    0.009 pythonapi.py:857(gil_ensure)
       38    0.000    0.000    0.000    0.000 lowering.py:130(pre_block)
        1    0.000    0.000    0.001    0.001 gdb_hook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:281(rng)
       21    0.000    0.000    0.000    0.000 model.py:68(_get_items)
       26    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
       10    0.000    0.000    0.000    0.000 analysis.py:378(resolve_input_arg_const)
       36    0.000    0.000    0.000    0.000 types.py:155(_to_string)
       13    0.000    0.000    0.000    0.000 byteflow.py:812(<listcomp>)
        3    0.000    0.000    0.001    0.000 pythonapi.py:330(err_write_unraisable)
       13    0.000    0.000    0.000    0.000 lowering.py:124(post_lower)
        1    0.000    0.000    0.002    0.002 lowering.py:571(lower_setitem)
        8    0.000    0.000    0.000    0.000 pythonapi.py:1315(get_null_object)
        4    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
       12    0.000    0.000    0.000    0.000 ssa.py:184(_make_states)
        2    0.000    0.000    0.030    0.015 pythonapi.py:1401(from_native_return)
        1    0.000    0.000    0.000    0.000 zipfile.py:1478(open)
       26    0.000    0.000    0.000    0.000 compiler_machinery.py:103(get_analysis)
        5    0.000    0.000    0.001    0.000 fromnumeric.py:51(_wrapfunc)
       13    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
       13    0.000    0.000    0.000    0.000 utils.py:228(push)
       12    0.000    0.000    0.000    0.000 listdecl.py:140(generic)
       45    0.000    0.000    0.000    0.000 byteflow.py:1248(instructions)
       13    0.000    0.000    0.003    0.000 controlflow.py:233(_df)
       26    0.000    0.000    0.000    0.000 analysis.py:375(Unknown)
       29    0.000    0.000    0.000    0.000 controlflow.py:168(immediate_dominators)
       13    0.000    0.000    0.000    0.000 llvm_pass_timings.py:281(__init__)
       16    0.000    0.000    0.000    0.000 controlflow.py:452(intersect)
        4    0.000    0.000    0.001    0.000 builtins.py:797(resolve___call__)
        2    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
        3    0.000    0.000    0.001    0.000 pythonapi.py:869(gil_release)
        2    0.000    0.000    0.331    0.165 templates.py:1138(generic)
        1    0.000    0.000    0.000    0.000 _util.py:241(_asarray_validated)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       26    0.000    0.000    0.000    0.000 codegen.py:553(name)
       10    0.000    0.000    0.000    0.000 npydecl.py:267(generic)
        3    0.000    0.000    0.000    0.000 zipfile.py:2332(open)
        5    0.000    0.000    0.125    0.025 <__array_function__ internals>:177(concatenate)
        4    0.000    0.000    0.000    0.000 numbers.py:314(int_slt_impl)
       16    0.000    0.000    0.000    0.000 callconv.py:606(__init__)
        2    0.000    0.000    0.000    0.000 models.py:438(__init__)
        2    0.000    0.000    0.031    0.015 callwrapper.py:66(emit_cleanup)
       13    0.000    0.000    0.000    0.000 codegen.py:893(_object_getbuffer_hook)
        1    0.000    0.000    0.000    0.000 numbers.py:399(int_and_impl)
        5    0.000    0.000    0.000    0.000 interpreter.py:2478(_inplace_binop)
        3    0.000    0.000    0.001    0.000 builtins.py:441(bool_sequence)
        3    0.000    0.000    0.292    0.097 lowering.py:281(create_cfunc_wrapper)
       14    0.000    0.000    0.000    0.000 posixpath.py:487(<listcomp>)
        2    0.000    0.000    0.001    0.001 pythonapi.py:728(list_getitem)
       21    0.000    0.000    0.000    0.000 model.py:69(<listcomp>)
       13    0.000    0.000    0.000    0.000 compiler_machinery.py:36(__init__)
       26    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
       45    0.000    0.000    0.000    0.000 byteflow.py:1265(outgoing_phis)
       10    0.000    0.000    0.000    0.000 npyimpl.py:396(<listcomp>)
        1    0.000    0.000    0.001    0.001 typedobjectutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        7    0.000    0.000    0.000    0.000 npyimpl.py:236(<listcomp>)
       13    0.000    0.000    0.000    0.000 typeinfer.py:136(__init__)
       13    0.000    0.000    0.000    0.000 nrt.py:66(library)
       13    0.000    0.000    0.000    0.000 transforms.py:737(_eliminate_nested_withs)
        2    0.000    0.000    0.001    0.000 cgutils.py:864(if_zero)
        5    0.000    0.000    0.000    0.000 templates.py:164(make_concrete_template)
       13    0.000    0.000    0.000    0.000 funcdesc.py:16(qualifying_prefix)
        3    0.000    0.000    0.000    0.000 extending.py:39(decorate)
       17    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       18    0.000    0.000    0.000    0.000 __init__.py:461(<genexpr>)
       45    0.000    0.000    0.000    0.000 byteflow.py:1274(blockstack_initial)
       31    0.000    0.000    0.000    0.000 models.py:349(get_nrt_meminfo)
        1    0.000    0.000    0.000    0.000 lex.py:1(<module>)
       26    0.000    0.000    0.000    0.000 inline_closurecall.py:343(<listcomp>)
        3    0.000    0.000    0.001    0.000 cpu.py:191(<listcomp>)
       13    0.000    0.000    0.000    0.000 values.py:489(<listcomp>)
       18    0.000    0.000    0.000    0.000 contextlib.py:442(_create_exit_wrapper)
        3    0.000    0.000    0.330    0.110 templates.py:1080(_get_signature)
        2    0.000    0.000    0.000    0.000 containers.py:290(__init__)
        4    0.000    0.000    0.000    0.000 std.py:112(__enter__)
       45    0.000    0.000    0.000    0.000 controlflow.py:282(<listcomp>)
       17    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.024    0.024 c_lexer.py:1(<module>)
       13    0.000    0.000    0.001    0.000 funcdesc.py:79(lookup_globals)
        3    0.000    0.000    0.000    0.000 abstract.py:249(unify)
        2    0.000    0.000    0.000    0.000 builtins.py:174(getitem_cpointer)
       18    0.000    0.000    0.000    0.000 imputils.py:115(decorate)
        4    0.000    0.000    0.000    0.000 containers.py:233(__init__)
        4    0.000    0.000    0.000    0.000 dispatcher.py:329(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       13    0.000    0.000    0.000    0.000 cpu_options.py:53(__bool__)
       10    0.000    0.000    0.000    0.000 npyimpl.py:402(__init__)
        1    0.000    0.000    0.001    0.001 listobject.py:76(ListStatus)
       13    0.000    0.000    0.000    0.000 inspect.py:182(ismodule)
        2    0.000    0.000    0.001    0.000 typing.py:483(Union)
        2    0.000    0.000    0.000    0.000 _datasource.py:417(_sanitize_relative_path)
        3    0.000    0.000    0.000    0.000 base.py:391(insert_user_function)
        2    0.000    0.000    0.000    0.000 containers.py:300(__new__)
        8    0.000    0.000    0.000    0.000 context.py:21(_check_null_result)
        2    0.000    0.000    0.000    0.000 base.py:796(get_struct_type)
        4    0.000    0.000    0.000    0.000 builtins.py:553(generic)
       28    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
       13    0.000    0.000    0.000    0.000 bytecode.py:18(get_function_object)
        6    0.000    0.000    0.000    0.000 lowering.py:816(normal_handler)
